Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
1958,7,0.5514,11.58,259.4,0.04063,0.999299,"OR2V2 BTNL9 CLK4 FLT4 TRIM52 ZFP62 TRIM41"
1959,5,0.5492,5.492,194.8,0.02611,0.996692,"ACADSB DMBT1 PCDHB3 TCL1A ZC3H14"
1960,7,0.5060,10.63,363.5,0.02738,0.999299,"RBM5 GPR32 IL11 PPFIA3 KLK12 SIGLECL1 ZNF813"
1961,12,0.5145,33.96,434.8,0.06892,0.999986,"CIRH1A NOB1 IMP3 NOL10 TAF1C AK6 EXOSC10 NOC4L NOL6 PDCD11 POP5 RCL1"
1962,9,0.6118,22.02,298.5,0.06506,0.999853,"ANHX ZNF605 ZNF891 ZNF10 ZNF26 CHFR ZNF84 PXMP2 ZNF140"
1963,20,0.5014,95.27,1111,0.07642,1.00000,"LINGO3 APC2 ATP8B3 FGF22 KISS1R MIDN PLK5 SCAMP4 REEP6 EFNA2 MOB3A MEX3D C19orf10 C19orf26 GAMT CSNK1G2 C19orf24 GZMM OAZ1 RNF126"
1964,4,0.6476,3.886,193.5,0.01892,0.992931,"C4orf32 PCDHA10 PSMB4 IMMP1L"
1965,4,0.5410,3.246,148.1,0.02037,0.992931,"RBM44 ZNF547 CDKL4 PXK"
1966,5,0.5049,5.049,199.4,0.02354,0.996692,"ACTL7B GRHL3 PGM2L1 RNF121 IGFBP2"
1967,6,0.5011,7.516,194.4,0.03514,0.998474,"GTF3C2 ILF3 RABGGTA OSGEP ILF2 DDX42"
1968,16,0.5039,60.47,769.3,0.07017,0.999999,"SLC51A BDH1 WDR53 MAGEF1 APOD TCTEX1D2 MFI2 XXYLT1 FAM131A MUC20 TNK2 LRCH3 IQCG DLG1 KIAA0226 PDCD6"
1969,5,0.5056,5.056,203.2,0.02316,0.996692,"FEM1B PREX1 NCOA3 TRPC4AP PEA15"
1970,6,0.5563,8.345,157.3,0.04699,0.998474,"ALYREF RBM33 THOC7 THOC5 DDX39B SMARCE1"
1971,7,0.5126,10.76,153.2,0.06048,0.999299,"BTG1 CNOT3 CNOT8 ANKRD17 CNOT2 CNOT6 CNOT7"
1972,11,0.5020,27.61,588.2,0.04329,0.999969,"DNM3 OR6N1 XCL1 ANKRD45 TNFSF4 FMO2 SWT1 ITLN2 RCSD1 SLAMF7 FCER1G"
1973,13,0.5038,39.30,320.3,0.1019,0.999992,"PARD6B PKN2 TP53BP2 CDH2 CTNNA1 MLLT4 PARD3 CDC42 CTNND1 TEAD1 WWTR1 PRKCI TJP1"
1974,4,0.5351,3.211,127.2,0.02320,0.992931,"SP140L RNF141 TAS2R4 NAP1L4"
1975,14,0.4802,43.69,420.8,0.08873,0.999997,"IPO8 BMPR2 MIB1 FKBP1A UBAC1 ACVR1 BMPR1A LRIG3 SMAD4 RGMB NEO1 SMAD1 BAMBI SMAD7"
1976,8,0.5177,14.50,302.4,0.04354,0.999679,"SLC37A3 TRPV5 FAM131B OR9A2 WEE2 TAS2R3 IRF5 BPGM"
1977,10,0.5067,22.80,347.4,0.05844,0.999933,"IK RPS14 MED7 TTC1 TAF7 SLU7 DDX41 ZMAT2 LARS GNB2L1"
1978,5,0.5213,5.213,119.9,0.03857,0.996692,"SLMAP MOB4 STRIP1 FGFR1OP2 WDR73"
1979,4,0.5169,3.101,131.2,0.02179,0.992931,"M6PR UCP2 RAB4A GABPB1"
1980,38,0.5008,352.1,2056,0.1417,1.00000,"DNASE2 ZNF69 KLF1 ZNF625 MAN2B1 RTBDN ZNF439 WDR83OS FBXW9 PCP2 TRMT1 LPPR2 LYL1 ZNF878 TMEM205 BEST2 C19orf80 CNN1 ELAVL3 RAB3D RAD23A ZNF441 CALR DAND5 RFX1 MAST1 OR7C2 STX10 PRDX2 ZNF564 ZNF709 ZNF490 ZNF433 TNPO2 IER2 ZSWIM4 SYCE2 ZNF136"
1981,4,0.5225,3.135,144.3,0.02016,0.992931,"ANK2 PTGDR2 PRB2 DENND2A"
1982,10,0.5019,22.59,289.4,0.06803,0.999933,"ALG2 RFT1 ALG1 HYOU1 POLR1C DPAGT1 SLC39A7 POLR3H TMEM258 RPN2"
1983,8,0.5322,14.90,174.5,0.07256,0.999679,"NCOA4 SLC25A28 IREB2 ACO2 SOD2 MMS19 TAX1BP1 GLRX3"
1984,4,0.6626,3.975,164.2,0.02256,0.992931,"RLN2 CD55 TMX4 C1orf68"
1985,21,0.5271,110.7,567.1,0.1538,1.00000,"ZNHIT1 BET1 WBSCR22 POLR2J CRCP MCM7 RINT1 CPSF4 PSMC2 POP7 ORC5 LAMTOR4 RBM28 TAF6 SRRT BUD31 MEPCE COPS6 PMPCB SHFM1 TRRAP"
1986,4,0.5223,3.134,144.5,0.02014,0.992931,"LLPH LTB4R2 CBWD5 DUSP10"
1987,6,0.5651,8.476,215.4,0.03593,0.998474,"RPP25 RPL22 MPZL2 PAFAH1B2 SLC35B1 FOXR1"
1988,4,0.5287,3.172,149.5,0.01974,0.992931,"C19orf18 SYT1 MAP10 RIF1"
1989,5,0.5230,5.230,248.6,0.01982,0.996692,"RFFL NEK9 SULF2 NEK6 GSTZ1"
1990,4,0.5158,3.095,126.7,0.02246,0.992931,"GJA3 POGZ OR7A10 IPO5"
1991,5,0.5629,5.629,139.9,0.03620,0.996692,"GPN1 DHDDS NAPA GPN2 UBC"
1992,5,0.5297,5.297,219.4,0.02257,0.996692,"GRIA2 PCDH10 TACR3 FGB RPS10"
1993,9,0.5015,18.05,310.5,0.05210,0.999853,"POLR1B DDX18 ZC3H8 XRCC5 IMP4 NIFK WDR12 WDR33 BUB1"
1994,4,0.5028,3.017,161.1,0.01752,0.992931,"ZNF845 IRAK3 CPSF7 RUNDC3B"
1995,6,0.5276,7.914,299.8,0.02475,0.998474,"LEPREL1 ACOT12 PCDHB10 SMPDL3A AGTR1 NRN1"
1996,4,0.6454,3.873,195.1,0.01871,0.992931,"COL4A2 KDELC1 PDCL2 PLA2G4A"
1997,15,0.5220,54.81,452.9,0.1019,0.999999,"EXOSC4 MED30 RPL8 POLR2K MTBP EIF3E UTP23 CPSF1 RAD21 RPL30 TAF2 EIF3H TONSL BOP1 RRS1"
1998,4,0.5429,3.257,135.2,0.02224,0.992931,"HPR C5orf60 PXDN OR5M11"
1999,9,0.5272,18.98,391.5,0.04430,0.999853,"OR9A4 NOS3 PRSS37 OR2A2 TAS2R38 AGBL3 MTRNR2L6 TAS2R3 TAS2R39"
2000,4,0.5532,3.319,157.0,0.01972,0.992931,"ARL10 PDE8A RPL26L1 LNP1"
2001,7,0.5000,10.50,273.1,0.03528,0.999299,"MTHFD2 MTHFD1L SHMT2 SFXN1 SLC25A32 AMBRA1 COQ10B"
2002,4,0.5151,3.090,113.6,0.02478,0.992931,"BEND3 FAM110A FCGR3B CYP11B1"
2003,8,0.5070,14.19,439.5,0.03022,0.999679,"A1BG OR2T3 ZNF350 ZNF418 ZNF615 ZNF805 FPR2 ZNF613"
2004,21,0.5004,105.1,1276,0.07384,1.00000,"SGTA ZNF556 APC2 ATP8B3 KISS1R SCAMP4 ZNF554 MOB3A CELF5 C19orf10 C19orf71 UQCR11 SEMA6B ZNF77 C19orf26 ZNF555 GAMT CSNK1G2 PLEKHJ1 TNFAIP8L1 REXO1"
2005,5,0.5757,5.757,272.4,0.01998,0.996692,"ZNF410 ADRB1 GPR123 PLEKHS1 GPAM"
2006,6,0.5106,7.659,333.0,0.02172,0.998474,"TESK2 LAPTM5 SH3D21 FAM183A OR10G4 DLGAP3"
2007,5,0.5041,5.041,229.8,0.02059,0.996692,"UPK3A PRKACA F2RL3 AIP ZNF493"
2008,4,0.5552,3.331,141.3,0.02182,0.992931,"ENTPD3 STX6 TEX264 PSTK"
2009,5,0.5613,5.613,87.74,0.05431,0.996692,"XRN1 NCOR1 HDAC3 DDX6 TBL1XR1"
2010,4,0.5410,3.246,118.5,0.02502,0.992931,"C10orf105 GLB1L3 TBCEL NTM"
2011,5,0.5705,5.705,283.2,0.01909,0.996692,"ELOVL6 TTLL6 MSC C1orf210 TPCN1"
2012,5,0.5083,5.083,214.8,0.02211,0.996692,"HSDL2 OR1L6 CALB1 OR1L4 PI15"
2013,5,0.5134,5.134,236.8,0.02038,0.996692,"DCAF8 ZBTB41 KIAA1468 IL33 NUB1"
2014,8,0.6002,16.81,214.7,0.06790,0.999679,"TBCC RPL7L1 BYSL SLC39A7 NFYA TAF8 SRF MED20"
2015,4,0.5424,3.254,154.3,0.01966,0.992931,"OR8H3 IL20RB FEZ2 HBD"
2016,20,0.5015,95.28,1184,0.07220,1.00000,"OR6N2 C1orf61 AIM2 FCRL4 CD1D APOA2 CD5L FCRL3 OR10J5 OR10J1 NES OR10X1 MUC1 TSACC TTC24 PAQR6 CD1B OR10K1 CD1E FCRL5"
2017,4,0.5969,3.581,159.0,0.02099,0.992931,"EPB41L4A PRIMA1 NDST4 OR4S1"
2018,28,0.5003,189.1,1349,0.1186,1.00000,"IZUMO3 IFNA17 IFNA6 MOB3B CD274 DMRTA1 ACER2 CDKN2B IFNA1 IFNA10 IFNA14 IFNA16 IFNA2 IFNA21 IFNA8 IFNB1 IFNW1 PTPLAD2 TTC39B IFNA5 LRRC19 TYRP1 IFNA7 IFNA4 IFNE KLHL9 CDKN2A ELAVL2"
2019,4,0.6306,3.784,143.6,0.02435,0.992931,"OR6N2 PRR4 WFDC1 EXOSC7"
2020,5,0.5046,5.046,160.2,0.02879,0.996692,"THOC7 RFPL4B ACSM4 THOC5 DDX39B"
2021,6,0.5016,7.525,285.1,0.02470,0.998474,"C1orf74 ACP5 RDH8 DIO2 ACTL9 PNMA1"
2022,6,0.5492,8.238,193.8,0.03849,0.998474,"TTK USP39 TPRKB ORC3 UPF1 LSM10"
2023,5,0.5742,5.742,224.3,0.02392,0.996692,"CDC42EP1 RARRES3 HRASLS2 CAPN1 FAM46B"
2024,4,0.5484,3.290,131.4,0.02306,0.992931,"ACTL8 LMAN2 PTDSS1 SP5"
2025,6,0.5071,7.607,234.9,0.02988,0.998474,"ZNF440 OR7D4 ZNF812 ZNF562 OR2Z1 C19orf52"
2026,5,0.5071,5.071,224.7,0.02115,0.996692,"PLBD2 MST1 ADRB2 FSHB HNF4G"
2027,7,0.5202,10.92,256.6,0.03880,0.999299,"SNRNP27 ZC3H8 IMP4 WDR33 PRPF40A WDR75 BUB1"
2028,4,0.5447,3.268,151.2,0.02011,0.992931,"ATF6 OR6K2 ZBTB48 FCRL1"
2029,5,0.5520,5.520,245.0,0.02118,0.996692,"VCAN GTPBP1 OGFRL1 PDXP LRP11"
2030,6,0.5163,7.745,285.2,0.02540,0.998474,"ERP29 GPR132 CATSPER1 ST8SIA1 PTPRO ZNF286A"
2031,4,0.5514,3.309,157.4,0.01961,0.992931,"RBX1 MTCL1 GPR125 RAB11FIP3"
2032,6,0.5079,7.618,238.2,0.02955,0.998474,"RLF ZMYM4 RGS1 C17orf51 CHAMP1 NR1H3"
2033,4,0.5442,3.265,156.7,0.01944,0.992931,"SIX1 SUN1 FGF11 MYOD1"
2034,6,0.5020,7.530,161.7,0.04154,0.998474,"TOMM40 LETM1 GEMIN7 CFAP20 CLASRP CCDC130"
2035,10,0.5034,22.65,362.9,0.05585,0.999933,"SYT7 DAK MS4A6E PGA3 MYRF MS4A6A MS4A4A VWCE SCGB1D1 MS4A15"
2036,8,0.5211,14.59,220.2,0.05817,0.999679,"DHX36 ATR MCM2 GTF2E1 NAA50 SRPRB U2SURP TOPBP1"
2037,8,0.5079,14.22,290.8,0.04430,0.999679,"GUK1 RRP12 TMA16 RPP14 NOP10 GNL3 DDX55 WDR55"
2038,8,0.5014,14.04,408.8,0.03199,0.999679,"TLR3 NPY1R TRIML2 F11 PDLIM3 FAM218A CYP4V2 MTNR1A"
2039,6,0.5038,7.557,257.6,0.02726,0.998474,"COL16A1 CDCA7 CHRNA1 METAP1D PLA2R1 CD3E"
2040,6,0.5458,8.188,217.9,0.03439,0.998474,"SERF1A NAIP BRAP PDCD5 CDH12 SMN2"
2041,4,0.5183,3.110,146.6,0.01972,0.992931,"SCAF11 LPHN3 SLC39A14 DENR"
2042,7,0.5081,10.67,292.0,0.03370,0.999299,"PBX2 HDDC2 GATA2 PTPRA PBX1 SIK3 MEIS2"
2043,34,0.5026,281.9,2306,0.1061,1.00000,"TNNC1 CACNA2D2 DNAH1 PHF7 IQCF1 NT5DC2 SLC25A20 ABHD14A COL7A1 DALRD3 GNAT1 ITIH3 MYL3 NISCH PFKFB4 TLR9 TMEM110 UBA7 USP19 WDR6 ZMYND10 CCDC71 DAG1 ITIH4 KLHDC8B CISH CCR5 IQCF5 APEH PRKAR2A FAM212A LTF GLT8D1 TOPAZ1"
2044,4,0.5036,3.022,136.3,0.02051,0.992931,"ZSCAN4 COQ6 AQP12B SAFB"
2045,13,0.5015,39.12,661.8,0.05381,0.999993,"SLC45A3 HHIPL2 PM20D1 TMEM206 BPNT1 GPATCH2 CDK18 FAM71A CNTN2 ANGEL2 RAB29 RASSF5 MAPKAPK2"
2046,4,0.5419,3.251,132.9,0.02255,0.992931,"DOCK3 TIAL1 DNAJC5G PRSS50"
2047,4,0.5147,3.088,135.5,0.02107,0.992931,"ABL1 DUSP6 SH3GL2 MAPK1"
2048,17,0.5047,68.63,262.9,0.1878,0.999989,"SEH1L MIOS NPRL2 DEPDC5 MTOR MAPKAP1 MLST8 RICTOR LAMTOR1 LAMTOR4 RRAGA TSC1 LAMTOR2 RRAGC WDR24 WDR59 LAMTOR3"
2049,6,0.5570,8.356,233.0,0.03298,0.998474,"LUM MYL2 ZNF664 CCDC60 TBX5 FAM71C"
2050,31,0.5046,234.6,1791,0.1124,1.00000,"GPR19 C3AR1 CLEC4D CLEC6A LMO3 LRRC23 CLEC9A MFAP5 C1S C12orf57 PIANP CLSTN3 ATN1 CLEC12A ACRBP PTMS PTPN6 KCNA5 AKAP3 APOBEC1 BCL2L14 CD27 CLEC4E GNB3 GPR162 MLF2 PRB4 VAMP1 CLEC4C SLC2A3 NECAP1"
2051,4,0.6045,3.627,141.6,0.02368,0.992931,"DACT2 ATXN1L ZNF215 KIF1B"
2052,9,0.5051,18.18,289.7,0.05580,0.999853,"PLRG1 TMA16 SPCS3 CENPE GAR1 SPATA5 NAF1 HSPA13 RPL34"
2053,4,0.6029,3.617,167.2,0.02023,0.992931,"ARHGAP29 TMEM59L RAP2A RAP2B"
2054,4,0.5224,3.134,160.3,0.01829,0.992931,"MAP6 GOLIM4 SLC15A3 CHD4"
2055,8,0.5337,14.94,165.0,0.07627,0.999679,"PSMD3 ADRM1 PSMD12 PSMD13 PSMD1 PSMC5 PSMD11 PSMD6"
2056,17,0.5026,68.36,925.6,0.06650,1.00000,"SPAG6 FAM171A1 USP6NL C10orf126 NUDT5 PRTFDC1 PLXDC2 IL15RA ARHGAP12 AKR1C3 UCMA OLAH ECHDC3 DHTKD1 AKR1C1 CACNB2 PRKCQ"
2057,14,0.5035,45.82,803.3,0.05224,0.999997,"ASCL5 CD34 HHIPL2 TATDN3 TMEM206 CR2 KCNH1 PROX1 CDK18 NFASC YOD1 ANGEL2 RAB29 RPS6KC1"
2058,5,0.5316,5.316,226.7,0.02196,0.996692,"NYAP2 ASB15 HEXIM1 HORMAD1 MEPCE"
2059,13,0.5343,41.67,294.1,0.1152,0.999987,"MAP3K7 RELA TRAF6 ZNF638 BIRC2 RNF31 NCOA5 RBCK1 TRAF3 UBE2N CFLAR TAB2 TRAF2"
2060,6,0.5118,7.677,306.5,0.02354,0.998474,"PRSS21 ZNF213 RFESD TMEM100 OR2C1 DEPDC1B"
2061,4,0.5204,3.123,138.7,0.02085,0.992931,"UGT1A5 KLRC2 ARG1 HELZ"
2062,5,0.5520,5.520,182.0,0.02795,0.996692,"TUBB4B SMURF1 KLK8 FAM83D HMMR"
2063,11,0.5295,29.13,279.0,0.08823,0.999969,"MGAT1 SSR2 SSR1 UGP2 GANAB SSR3 STT3B OST4 OSTC STT3A EGFR"
2064,9,0.5048,18.17,423.4,0.03954,0.999853,"BLOC1S5 CD83 NEDD9 EDN1 NQO2 RNF144B DTNBP1 RNF182 F13A1"
2065,25,0.5010,150.3,1485,0.08918,1.00000,"C3AR1 CLEC4D LRRC23 MFAP5 C1S RBP5 C12orf57 PIANP CLSTN3 CLEC2B ATN1 TAS2R20 ACRBP PTPN6 PRH2 APOBEC1 CD163L1 GNB3 GPR162 MLF2 PRB4 TAS2R13 SLC2A3 TAS2R30 TAS2R46"
2066,5,0.5521,5.521,196.7,0.02602,0.996692,"GRTP1 SATB2 IRS2 CDX2 DACH1"
2067,15,0.5024,52.75,517.6,0.08786,0.999999,"RBM42 TOMM40 RPS16 SYMPK RUVBL2 PSMD8 URI1 SAE1 HNRNPL UBA2 MED29 PAF1 PSMC4 RPS19 TBCB"
2068,4,0.5158,3.095,125.8,0.02260,0.992931,"TRIM7 CYTL1 ALOX12 NLRP10"
2069,4,0.5024,3.014,128.0,0.02169,0.992931,"TWIST1 ING1 FOXL1 LMO4"
2070,15,0.5019,52.70,929.8,0.05205,0.999999,"SGCA HOXB5 HOXB7 CALCOCO2 OSBPL7 SKAP1 B4GALNT2 LRRC46 NXPH3 HOXB6 HOXB9 PRAC1 TBKBP1 ATP5G1 IGF2BP1"
2071,4,0.5924,3.554,114.2,0.02827,0.992931,"KRIT1 UBL7 FBXO11 UBE4B"
2072,6,0.5129,7.693,244.5,0.02912,0.998474,"LAMB4 HYAL4 TSGA13 ACTN4 IQUB TMEM209"
2073,5,0.5084,5.084,219.4,0.02168,0.996692,"ACAT2 ST6GAL1 BCL6 KLHL6 ZNF184"
2074,5,0.5207,5.207,139.8,0.03359,0.996692,"OR10S1 PATE3 FEZ1 SIAE CRTAM"
2075,4,0.5369,3.221,164.2,0.01837,0.992931,"ARSG BCL2A1 APCDD1 BRINP2"
2076,4,0.5645,3.387,167.7,0.01891,0.992931,"HIGD1A ACVR2B C14orf2 RASGRP3"
2077,12,0.5139,33.91,329.9,0.08745,0.999986,"IPO8 CNEP1R1 MIB1 FKBP1A CTDNEP1 SMAD6 SMAD4 ACVR2A LEMD3 RGMB BAMBI SMAD7"
2078,4,0.5194,3.116,121.3,0.02354,0.992931,"MAML3 ACP1 PALLD AHCYL1"
2079,4,0.5186,3.112,134.7,0.02134,0.992931,"PTX4 ZNF491 MTRNR2L4 GALNT2"
2080,4,0.5360,3.216,179.7,0.01685,0.992931,"ANKRD18A KANSL1L PTTG1IP KLHL41"
2081,5,0.5051,5.051,193.8,0.02418,0.996692,"OR8K3 PRRT1 ZNF223 CHRNA3 SLC18B1"
2082,4,0.5151,3.090,152.0,0.01895,0.992931,"UGT1A4 TMEM70 COL6A3 NLRP10"
2083,4,0.5666,3.400,166.0,0.01916,0.992931,"KIAA1324 C17orf64 UBE3A COL1A2"
2084,28,0.5008,189.3,1405,0.1147,1.00000,"ASCL5 SLC45A3 FAIM3 CACNA1S KLHL12 PM20D1 SLC26A9 MFSD4 IL19 CR2 TNNI1 TMEM81 LRRN2 LEMD1 MYBPH CDK18 DSTYK CHIT1 LAX1 NFASC RNPEP YOD1 CNTN2 IGFN1 IKBKE ATP2B4 RAB29 KLHDC8A"
2085,5,0.5309,5.309,98.72,0.04656,0.996692,"MOB4 STRIP1 FGFR1OP2 BRAT1 WDR73"
2086,4,0.5358,3.215,144.0,0.02071,0.992931,"TMEM45A ITGA4 LTV1 TCP1"
2087,7,0.5003,10.51,327.0,0.02989,0.999299,"CNDP2 PIGN CCDC68 DCC CDH20 CACNG2 GOLGA4"
2088,10,0.5016,22.57,328.0,0.06092,0.999933,"MCM6 DDX18 DARS ZC3H8 ANAPC1 IMP4 NIFK RANBP2 WDR33 BUB1"
2089,4,0.5894,3.536,141.2,0.02316,0.992931,"ZNFX1 NAV2 TAS2R39 TAS2R40"
2090,4,0.5120,3.072,132.6,0.02138,0.992931,"NR1D2 ATP9B NOSTRIN NKTR"
2091,4,0.6049,3.629,134.4,0.02485,0.992931,"ABCF2 DRG1 ZC3H15 NHLRC2"
2092,4,0.5745,3.447,138.9,0.02293,0.992931,"GAN KIAA0907 SACS KIF20A"
2093,4,0.5130,3.078,120.5,0.02339,0.992931,"FAM217A SGK1 LATS1 GSPT1"
2094,12,0.5118,33.78,673.1,0.04622,0.999986,"PCDHGB1 PCDHGA12 PCDHA5 PCDHA13 CATSPER3 PCDHA7 PCDHA9 PCDHB16 PCDHA6 PCDHA3 PCDHA4 PCDHB7"
2095,7,0.5474,11.50,210.6,0.04869,0.999299,"EXOSC3 SNAPC3 DCTN3 NOL6 RCL1 RPS6 HAUS6"
2096,4,0.5545,3.327,131.8,0.02324,0.992931,"OR5AN1 PHOSPHO2 TEX43 UROD"
2097,12,0.5211,34.39,250.3,0.1114,0.999986,"PGS1 MFN2 TAMM41 CRLS1 TIMM13 PTPMT1 ROMO1 TRIAP1 YME1L1 PAM16 TIMM44 DNAJC11"
2098,4,0.6189,3.713,142.6,0.02407,0.992931,"NUCB2 PRF1 SPRED1 OR13C4"
2099,4,0.5266,3.160,124.4,0.02331,0.992931,"ZNF354A CAMKMT PHOX2A MYC"
2100,6,0.5015,7.523,203.0,0.03381,0.998474,"RNPS1 NPIPB6 NPIPA1 SRRM2 NBPF15 POTEG"
2101,5,0.5127,5.127,215.5,0.02224,0.996692,"PCCB RGS20 SRMS LAMC2 SLC9A9"
2102,7,0.5208,10.94,294.0,0.03429,0.999299,"BANK1 LEPREL1 KLHL24 TPRG1 CLDN16 ATP13A4 TP63"
2103,4,0.5521,3.312,112.9,0.02667,0.992931,"ZNF395 TIPARP HERC4 SLC39A7"
2104,5,0.5914,5.914,149.4,0.03578,0.996692,"INSC C11orf58 KCNJ11 PAX6 USP47"
2105,10,0.5409,24.34,448.9,0.04935,0.999933,"HP ACTR3B MXD1 HSD17B7 NEB FAM231A MEIS1 MRPS27 PPIAL4D DDX11"
2106,5,0.5051,5.051,195.5,0.02399,0.996692,"ADH1B C4orf17 LRIT3 AFF1 STMN1"
2107,4,0.5480,3.288,157.0,0.01954,0.992931,"KRT25 SLC35G3 RPL29 TIGD1"
2108,8,0.5077,14.22,222.9,0.05616,0.999679,"DYNLL1 PCBP1 SRRM2 SON HNRNPF PRPF40A PSMF1 JMJD6"
2109,7,0.5759,12.09,184.0,0.05756,0.999299,"POLDIP3 API5 CHTOP DDX39B ZC3HC1 SARNP THOC6"
2110,23,0.5017,126.9,1404,0.08047,1.00000,"A1BG C19orf18 ISOC2 SHISA7 SMIM17 ZNF132 ZNF324 ZNF324B ZNF460 ZNF667 ZNF805 ZNF543 ZNF71 NLRP5 ZNF587 ZFP28 ZNF264 ZSCAN1 ZIM3 ZNF417 ZNF304 ZSCAN5B VN1R1"
2111,5,0.5626,5.626,218.4,0.02403,0.996692,"PCDHA1 H2AFY NEUROG1 ANKDD1B PCDHB2"
2112,18,0.5017,76.76,1303,0.05420,1.00000,"S100P ZFYVE28 TMEM175 IDUA SH3BP2 SLC26A1 NAT8L UVSSA MXD4 ADD1 MRFAP1L1 MFSD7 GRK4 LRPAP1 PCGF3 FANK1 PDE6B RNF212"
2113,4,0.5070,3.042,135.6,0.02074,0.992931,"DNTTIP1 HBG1 DIS3L2 GPR161"
2114,6,0.5311,7.966,167.9,0.04240,0.998474,"HAUS8 SUGP1 DDX39B RPS15 UPF1 UBA52"
2115,4,0.5221,3.133,156.9,0.01864,0.992931,"ZNF189 MAF VAV2 SMAD7"
2116,5,0.5655,5.655,224.7,0.02353,0.996692,"PPP1R42 GLRA3 OTUD4 CYP2U1 LRP5L"
2117,5,0.5420,5.420,230.4,0.02205,0.996692,"HCAR3 TBX3 TMEM233 HCAR2 OR13C2"
2118,5,0.5157,5.157,254.5,0.01912,0.996692,"PITPNM2 RILPL1 RFX4 BRI3BP OR5D13"
2119,6,0.5264,7.896,219.0,0.03305,0.998474,"MYH15 HPX OR56A1 LYVE1 OR51F1 ZNF214"
2120,7,0.5537,11.63,251.1,0.04202,0.999299,"TIMM23 SUPV3L1 DDX21 PDCD11 BMS1 HNRNPH1 EIF4A1"
2121,5,0.5530,5.530,149.5,0.03350,0.996692,"OR13D1 OR13C2 OR13C5 OR13C3 OR5B21"
2122,6,0.5086,7.629,264.6,0.02685,0.998474,"HACL1 UACA JAKMIP3 LACE1 EDC3 GALNT15"
2123,4,0.6393,3.836,188.1,0.01918,0.992931,"WNT6 SMPDL3B RAB6B NUDT15"
2124,7,0.5152,10.82,240.4,0.04079,0.999299,"KCNC1 MRGPRX1 NCR3LG1 CALCB MRGPRX3 SAA2 TPH1"
2125,5,0.5142,5.142,196.1,0.02434,0.996692,"TTLL9 OR2K2 TRIM14 ADAM19 FADD"
2126,4,0.5511,3.306,144.1,0.02127,0.992931,"FBXW8 CMTM6 DRAM1 UNG"
2127,8,0.5160,14.45,502.6,0.02710,0.999679,"PTF1A SPAG6 FBXO18 ANKRD16 ABRACL FAM107B SESN1 PTCHD3"
2128,6,0.5381,8.072,303.4,0.02495,0.998474,"LILRA4 TARM1 TBX15 OSCAR VN1R4 NANOS2"
2129,10,0.5199,23.40,272.0,0.07419,0.999933,"POLR1B ZNRD1 PWP1 RPF2 MAK16 POLR1A MRTO4 TOP1 TCOF1 POLR1E"
2130,4,0.5307,3.184,115.5,0.02513,0.992931,"RNF214 FAM118B BTG4 CNOT2"
2131,6,0.5142,7.713,245.5,0.02909,0.998474,"VAMP3 KLHL21 SUZ12 PHF13 SMIM1 OR56A3"
2132,5,0.5111,5.111,179.9,0.02621,0.996692,"NMB CXADR POTEM AKAP13 OR4Q3"
2133,4,0.5699,3.419,155.4,0.02050,0.992931,"GRAMD3 BMP8A IFRD2 GP6"
2134,7,0.5270,11.07,258.9,0.03897,0.999299,"CHIC2 PRRX1 PDGFRA GSX2 TWIST2 SCFD2 VSIG10"
2135,6,0.5002,7.504,224.8,0.03071,0.998474,"TMEM82 PCMTD1 CYS1 FAM174B NAA40 ITPKA"
2136,32,0.5002,248.1,1929,0.1107,1.00000,"ZMYND12 TESK2 MPL B4GALT2 HECTD3 CCDC30 EXO5 ERMAP MFSD2A ZFP69 HIVEP3 RIMS3 COL9A2 PPT1 WDR65 GUCA2B LEPRE1 ST3GAL3 ZFP69B HYI RAB3B BEST4 HPCAL4 ZNF606 MUTYH SLFNL1 ZNF684 ZNF691 BMP8B SCMH1 TMEM53 TIE1"
2137,5,0.5282,5.282,227.7,0.02174,0.996692,"PHLDB1 NOX3 MLEC VGF SIDT2"
2138,6,0.5594,8.391,92.03,0.07464,0.998474,"TXNDC17 KCTD10 CUL3 CAND1 KEAP1 TXNRD1"
2139,4,0.5172,3.103,127.9,0.02232,0.992931,"SFT2D1 TIAL1 TTC27 RQCD1"
2140,8,0.5086,14.24,281.7,0.04566,0.999679,"NMD3 DIMT1 UTP15 UTP20 NCBP1 ERCC3 ZCCHC9 CCNH"
2141,9,0.5206,18.74,281.0,0.05898,0.999853,"IRF7 SIGIRR CRACR2B B4GALNT4 LRRC56 PKP3 MUC6 PIDD1 PNPLA2"
2142,5,0.5117,5.117,241.7,0.01993,0.996692,"ATP5L2 SGSM3 TTC28 HBB TTLL1"
2143,14,0.5038,45.84,484.3,0.08214,0.999997,"ABCE1 EIF5 SRP54 CCNK EIF2S1 NEDD8 PSMA6 SNW1 SUPT16H PABPN1 VCP SCFD1 METTL3 HNRNPC"
2144,8,0.5084,14.24,272.2,0.04708,0.999679,"OR10S1 OR10G9 DSCAML1 FEZ1 CCDC15 OR8D2 HEPACAM FLI1"
2145,5,0.5189,5.189,150.7,0.03128,0.996692,"MSTO1 CCT6A MKNK2 KRTAP5-2 CALM1"
2146,4,0.5174,3.105,131.2,0.02182,0.992931,"NR1H4 TCHP OR4C16 KCNK10"
