Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
495,9,0.3036,10.93,142.6,0.06372,0.999853,"MATR3 MARCH6 HNRNPM UBE2J2 MCL1 MARCH5 RER1 VDAC2 UBE2K"
496,14,0.2062,18.76,404.8,0.04156,0.999997,"OR6M1 PATE2 OR8K1 OPCML PKNOX2 FEZ1 PNPLA6 TIRAP OR2AG1 SIAE SLC37A2 NRSN2 SOX6 SPA17"
497,11,0.2134,11.74,338.4,0.03154,0.999969,"ATAD2B WAC RIMS1 ENTPD5 FTSJ3 IPO11 CEND1 SCN2B ATXN7L3 ENY2 SETD1A"
498,6,0.4351,6.527,76.56,0.06864,0.998474,"PSMB6 THAP11 ZNF143 FBXO7 THAP1 PSMB5"
499,10,0.2004,9.019,219.0,0.03636,0.999933,"OR2B3 OR2G6 OR14A16 CDS2 PRDX1 VRK1 CHMP7 CHMP4B CHMP3 MAGOH"
500,17,0.3160,42.97,486.0,0.07634,1.00000,"SNAPC2 SNRPA1 SNAPC3 MNAT1 SNAPC1 GEMIN5 POLE2 CDK7 SNAPC5 RPS29 PSMA3 LRR1 SUPT3H GTF2H1 SNRPB2 PSMC6 DBR1"
501,6,0.3635,5.452,139.9,0.03465,0.998474,"GABRA1 GABRA6 PDE6A SMCO4 GABRG2 OR3A2"
502,25,0.2071,62.13,689.9,0.07746,1.00000,"AAGAB AFTPH AP1B1 AP1G1 HEATR5B EXOC7 AP1S1 TCF7L2 DENND4C RABIF AP1M1 EXOC5 GATA6 AP1M2 RAB11A STXBP3 RAB10 EXOC2 STX4 NXT1 SNAP23 UBE2Z CTNNB1 EXOC8 EXOC1"
503,11,0.3452,18.98,180.3,0.08580,0.999969,"EDF1 GIGYF2 CNOT4 G3BP1 SERBP1 EIF4E2 CNOT1 CNOT10 CAPRIN1 GGNBP2 CNOT11"
504,61,0.2004,366.7,3076,0.1029,1.00000,"CHST11 CLIP1 DIABLO FAM109A NUAK1 PITPNM2 SLC17A8 CEP290 SH2B3 C12orf74 HAL GIT2 RFX4 CCDC38 UBE3B TMEM116 HIP1R LHX5 MPHOSPH9 MYL2 OAS1 OAS2 OASL TMEM233 ZNF664 GNPTAB CCER1 DAO TCTN1 DEPDC4 KERA ACACB ACADS ALDH1L2 ANO4 C12orf42 C12orf43 CUX2 DRAM1 ELK3 P2RX4 RPH3A SLC5A8 SYCP3 TBX5 TMEM119 CCDC63 NOS1 TSPAN19 USP30 ANKRD13A KITLG FAM71C SPIC LTA4H CDK17 HVCN1 PMCH SELPLG NTS EPYC"
505,29,0.2039,82.80,1115,0.06591,1.00000,"PCMT1 FAM103A1 FNDC1 TCP10L2 TCP10 FRMD1 PNLDC1 PLG RPS6KA2 C6orf99 PARK2 ULBP1 KATNA1 C6orf118 TTLL2 ERMARD CCR6 T SLC22A2 LPA CNKSR3 GPR31 ULBP2 KIF25 TULP4 KATNB1 THBS2 QKI IYD"
506,26,0.2075,67.42,767.6,0.07601,1.00000,"PIAS1 CDC37 FAM32A SF3A2 SPC24 KRI1 EIF3G SNAPC2 CCDC94 GTF2F1 CHAF1A RPL36 FDX1L LSM7 RPL35 FARSA RPS15 XAB2 FUBP1 PPAN DNMT1 POLR2E TRAPPC5 UBA52 UBL5 RPL37A"
507,14,0.5549,50.50,357.9,0.1157,0.999997,"NUP153 ABCF1 ABT1 MAP3K7 NOL7 PPP1R10 PRPF4B RIOK1 SNRNP48 WDR46 RPP40 PAK1IP1 EXOC2 PSMG4"
508,13,0.2353,18.35,245.3,0.06334,0.999993,"FLII ANLN MASTL DIAPH3 ECT2 PRC1 TRA2B DIAPH1 KIF20A KIF23 SRF PFN1 EAF1"
509,10,0.2627,11.82,160.8,0.06136,0.999933,"UBA3 PSMB6 THOC7 UBE2M NAA35 FBXO7 WDR73 THAP1 NAE1 PSMB5"
510,8,0.4058,11.36,131.1,0.07170,0.999679,"CLP1 ATP1B3 TMEM161B TMEM258 CCDC86 ATP1A1 TMX2 SSRP1"
511,37,0.2015,134.2,837.1,0.1284,1.00000,"AASDHPPT ADAT2 DCPS DNLZ DOHH FDXR HSCB MRE11A OXSM PGS1 TRMT61A GTF3C6 DPH5 TTC4 TPI1 VEZT ADAT3 CDIPT DOLK DPH1 DPH2 DPH6 METTL1 PTPMT1 RTCB SSB TPRKB WDR4 RAD50 THG1L DNAJC24 RNASEH2C DHPS ANKRD49 N6AMT1 RNASEH2A PMVK"
512,39,0.2001,148.3,1108,0.1111,1.00000,"CIRH1A NAT10 UTP18 C18orf21 NOL10 POP4 RPP14 RPP40 RPP21 RPP38 EXOSC1 POP1 PAPD5 RBM19 C1D PARN WDR43 DIMT1 TOE1 C3orf17 AK6 EXOSC10 HEATR1 NOC4L NOL6 NOP9 PDCD11 POP5 POP7 UTP15 UTP20 BMS1 METAP1 ICE2 WDR75 ZCCHC7 MPHOSPH6 RPP30 RPP25L"
513,39,0.2010,149.0,1238,0.1017,1.00000,"CDCA3 KPNA2 NUP153 NUP37 NUP43 NUP50 TAF1A EPRS ISG20L2 NVL CENPL SDE2 CDC73 SMG5 PMF1 VPS72 DIEXF SF3B4 SNRPE DTL PRCC INTS7 SRP9 AHCTF1 NUP133 NUP160 URB2 DDX59 TPR HEATR1 NSL1 TBCE RBM8A POLR3C C1orf131 IARS2 ILF2 SMG7 DSN1"
514,86,0.2007,733.5,2544,0.2126,1.00000,"RRM2 CDC123 NUDT21 NUTF2 POLR3A SDE2 ZNF830 CDC27 KIF11 EIF2S1 HNRNPK PHF5A PSMA1 PSMA2 PSMA4 PSMA6 RPL18A SMU1 ABCG1 CDC45 CDC5L CNIH4 OR2A25 PCNA POLR2J POLR2L PSMD7 RAN RPL12 RPL37 RPS13 SARS SFPQ SNRPB SPC24 SNRPA1 NHP2L1 KPNB1 DONSON SNRNP200 CCT3 ANKLE2 PSMB4 RPLP0 POLE SNRPF COPA ETF1 NSF FAM25G HSPA5 USP5 EIF4A3 VCP FAU XAB2 SNRPD1 PSMD14 ANAPC4 RPL19 CHEK1 NEDD1 PSMB3 RPL9 RRM1 POLR2A RPL27 RNGTT PSMA3 SNRPG ISY1 DNAJC17 COPB2 SF3B1 SF3A1 PSMA5 RPL23 RPL4 RPL17 POLR2E RPLP2 HSPE1 RPL11 UBL5 PSMC1 PRPF38A"
515,9,0.7161,25.78,193.5,0.1087,0.999853,"NDNL2 NSMCE4A SMC6 NSMCE1 RMI1 SMC5 NSMCE2 RNF4 MAGOH"
516,32,0.2021,100.2,1344,0.06647,1.00000,"FNDC1 GRM1 TCP10L2 TCP10 FRMD1 PNLDC1 OPRM1 PLG RPS6KA2 C6orf99 PARK2 STX11 ULBP1 C6orf118 TTLL2 ERMARD CCR6 T FAM120B SLC22A2 FUCA2 LPA CNKSR3 PDE10A GPR31 ULBP2 KIF25 IPCEF1 DYNLT1 THBS2 QKI MAS1"
517,26,0.2034,66.10,795.7,0.07234,1.00000,"TMEM9B NRIP3 HPX RIC3 OR56B1 C11orf16 OR51I1 OR52B2 MRVI1 OR56A1 TRIM22 SYT9 PTH DENND5A OR52W1 RNF141 OLFML1 AMPD3 OR52M1 CNGA4 AKIP1 OR51F1 SBF2 ART5 OR5P2 ZNF214"
518,10,0.2015,9.068,321.2,0.02589,0.999933,"C9orf117 HSPG2 CEPT1 IQCJ RAET1E OR2T10 CALU OR2M4 ID2 IPO5"
519,13,0.3399,26.51,263.5,0.08388,0.999992,"TSG101 HEATR3 CSTF3 BCL2L1 NUP98 CTR9 IPO7 TAF10 RPL27A PSMC3 GTF2H1 EIF3F EIF3M"
520,24,0.2601,71.78,459.9,0.1238,1.00000,"DLGAP5 HAUS8 HAUS2 MAD2L1BP GAK TACC3 CLTC MYBL2 TRIP13 KIF18A HAUS1 NCAPD3 NCAPG2 HAUS3 GTSE1 DHX9 HAUS5 NCAPH2 HAUS4 KNTC1 CKAP5 KIF15 HAUS6 KIF18B"
521,14,0.2193,19.95,496.8,0.03663,0.999997,"DEFB130 WDFY2 ZNF705A PTCH1 EREG UNG ZNF518B TRIM49D1 DNAJB13 TRIM64B KDM4E TRIM48 OR4N2 DEFB108B"
522,30,0.2023,87.99,826.6,0.09028,1.00000,"CCDC59 ZNHIT3 HEATR2 EXOSC1 PAPD5 C16orf72 TBL3 RBM19 DDX21 C1D PARN WDR43 RRP9 TOE1 AK6 EXOSC10 HEATR1 NOP9 PDCD11 UTP20 DNAJC2 NCL ZNF593 ZNHIT6 C12orf45 ICE2 WDR75 ZCCHC7 HSPA14 MPHOSPH6"
523,14,0.2031,18.49,562.7,0.03035,0.999997,"FZD2 WNT8A SREK1IP1 PACRG SERPINC1 SP2 LCE4A HEATR2 ZFP36L1 KIF3A SLC27A6 ADAMTS19 CAMK4 MARCH3"
524,14,0.2871,26.13,281.6,0.07783,0.999997,"LSM5 LSM6 CCNT1 BRD4 LARP7 HEXIM1 LSM7 LSM3 LSM8 TMCO6 ZNF511 INTS6 RPRD2 RPRD1B"
525,9,0.6118,22.02,298.5,0.06506,0.999853,"ANHX ZNF605 ZNF891 ZNF10 ZNF26 CHFR ZNF84 PXMP2 ZNF140"
526,23,0.4997,126.4,531.2,0.1797,0.999995,"PCNT TUBE1 RTTN CCDC77 CENPJ FGFR1OP TRIM37 PCM1 SASS6 CEP152 WRAP73 CEP120 KIAA1731 C14orf80 C16orf59 STIL CEP135 CCP110 CEP350 PLK4 CEP44 PPP2R3C TUBD1"
527,10,0.2055,9.246,223.8,0.03655,0.999933,"ZNF681 C1orf198 NTM TRIM49D1 CDS2 VRK1 CHMP7 CHMP4B CHMP3 TRIM48"
528,11,0.2053,11.29,289.8,0.03494,0.999969,"DCAF11 MFSD5 WDR92 RNASE6 AMIGO2 CDS2 VRK1 CHMP7 CHMP4B CHMP3 KDSR"
529,11,0.2114,11.63,204.6,0.04881,0.999969,"COPB1 SF1 CHERP ADAR PRKRA XRN1 RBM17 SMG6 U2SURP WRB SMG7"
530,9,0.2202,7.926,202.3,0.03473,0.999853,"KEL WDR20 KCTD10 CD3G SEC23A CD3E ATP2A2 WDR48 EXOC1"
531,12,0.2343,15.47,347.0,0.04002,0.999986,"OR2T27 ST13 OR2L8 OR5A2 OR2T2 OR4F21 OR4F5 OR2T35 CNST GIF OR4F4 ZNF124"
532,8,0.2215,6.202,238.5,0.02379,0.999679,"VTI1B ONECUT1 WDR27 ZNF496 ACKR4 UBE2L6 C1orf195 FADD"
533,12,0.2011,13.27,353.0,0.03401,0.999986,"OR8K1 OPCML PKNOX2 CRYGD OR51A4 ALS2CR11 PNPLA6 TIRAP OR2AG1 SIAE NRSN2 SOX6"
534,13,0.2473,19.29,247.3,0.06594,0.999987,"WSB2 MARCH6 UBE2J2 MCL1 MARCH5 BCL2L1 BCL2 RER1 ATP13A1 THAP3 VDAC2 SMG6 SMG7"
535,13,0.2184,17.03,412.9,0.03736,0.999993,"DEFB130 ACTL7B ZNF705A GRHL3 PGM2L1 IGFBP2 TRIM49D1 DNAJB13 TRIM64B KDM4E CHMP4B TRIM48 DEFB108B"
536,10,0.2017,9.077,242.6,0.03341,0.999933,"AKR1B10 OR2A5 TFR2 TRIM49B TRIM49D1 CDS2 TRIM49C CHMP4B TRIM48 PRKRIR"
537,25,0.2019,60.56,656.1,0.07899,1.00000,"RPL5 ALG14 DDX20 DNTTIP2 DPH5 RNPC3 RPAP2 RPF2 MED24 HEATR3 CDC7 BCL2L1 RPF1 MED23 ZMYND8 RABGGTB DR1 BCAS2 WDR3 GTF2B IPO7 ZNHIT6 BTAF1 MED16 DRAP1"
538,38,0.2007,141.1,1720,0.07283,1.00000,"HP ACTR3B ELMOD1 HPR PCNXL2 DNAH11 MXD1 ZNF705A SSR1 PRRC2B HSD17B7 PHLPP1 CAGE1 NEB SLC4A10 GPR98 PDZK1 CTXN2 FAM231A CEP170 PTPRB MROH2B SEC16B CR1L ZNF483 PRRC2C MEIS1 PARP14 MGAM MRPS27 FCGR1B PPIAL4D COL21A1 FAM65B CNTN5 NBPF11 COL6A6 DDX11"
539,26,0.2933,95.32,939.7,0.08769,1.00000,"A1BG ANHX MZF1 SLC27A5 TRIM28 ZBTB45 ZNF132 ZNF324 ZNF324B S100B PRMT2 CTC1 TINF2 RABL2B ACD DCLRE1B OBFC1 POT1 TEN1 TERF1 TERF2 ACR ZNF672 C8orf33 CHAMP1 SCGB1C1"
540,12,0.2106,13.90,361.5,0.03480,0.999986,"GMCL1 SYTL2 IKZF2 RNF13 WDR1 TRPM8 ZNF367 IPO13 PTBP1 CCDC142 CAPZB MAGOH"
541,11,0.2001,11.01,375.0,0.02698,0.999969,"STK10 GPRIN3 STIM1 HK3 SOX30 E2F2 FETUB OR4A5 OR2Y1 NUDC PPP1R18"
542,11,0.2022,11.12,370.7,0.02754,0.999969,"ST13 F12 CDK2AP2 STX17 PROM2 GRID1 TSPAN15 GFRA1 PRKCDBP CCDC85B OR5M9"
543,8,0.2121,5.938,133.5,0.03821,0.999679,"CEPT1 SERPINB12 ADAR PRKRA SLC39A10 XRN1 ATP6V0E1 MTF1"
544,60,0.1621,287.0,1739,0.1337,1.00000,"PWP2 CIRH1A RRP12 NAT10 UTP18 NOB1 IMP3 C18orf21 CCDC59 MYBBP1A NOL10 POP4 RPP14 RPP40 RPP21 RPP38 EXOSC1 POP1 PAPD5 RBM19 C1orf109 C1D KRR1 WDR43 DIMT1 TAF1C C3orf17 AK6 EXOSC10 HEATR1 NOC4L NOL6 NOP9 PDCD11 PDCD2 POP5 POP7 UTP15 UTP20 SHQ1 RCL1 ALDOA NOL9 PAK1IP1 TIMM10 WDR18 NOC3L EIF6 IMP4 NOP10 EXOSC8 PELP1 SPATA5L1 WDR75 NOP58 ZCCHC7 MPHOSPH6 DHX33 RPP30 RPP25L"
545,14,0.3298,30.01,244.5,0.09921,0.999996,"NELFA ELOF1 NELFCD SUPT5H NELFE IWS1 NELFB SUPT4H1 TAF8 INTS12 INTS6 BRD2 WDR61 LEO1"
546,7,0.5888,12.36,158.3,0.06694,0.999299,"GPS2 SETD5 ANKRD11 KMT2E HDAC3 MSL1 TBL1XR1"
547,16,0.4710,56.51,444.9,0.1059,0.999998,"GINS1 CRNKL1 PCNA CRLS1 VPS16 WDR1 SEC23B TRMT6 ESF1 POLR3F XRN2 NAA20 SIVA1 CSRP2BP NOP56 CFL1"
548,14,0.2577,23.45,277.5,0.07129,0.999997,"MIS12 FLII MASTL ECT2 PRC1 AURKB TOP3A INCENP BIRC5 CDCA8 KIF20A KIF23 SRF PFN1"
549,14,0.2028,18.46,469.8,0.03575,0.999997,"DUSP27 CD46 RABGAP1L AVPR1B CR1 CR1L PEAR1 LAMC2 CREB3L4 MR1 C1orf112 PTBP1 OR2T34 CSNK2A1"
550,10,0.3377,15.20,187.9,0.06811,0.999933,"KRIT1 CAB39 PDCD10 TSC22D2 CCM2 CDC42 NRBP1 SMARCA2 SLC2A1 WNK1"
551,9,0.2017,7.261,169.0,0.03737,0.999853,"XYLB ADAR PRKRA XRN1 DNAJC8 MS4A5 SMG6 WRB SMG7"
552,12,0.2088,13.78,158.2,0.07031,0.999986,"CSDE1 DHX29 ADAR PRKRA XRN1 NCOR1 HDAC3 STRAP DDX6 TBL1XR1 EIF4A1 EIF4G2"
553,11,0.2023,11.13,280.1,0.03552,0.999969,"PLD5 APC LAMC1 FGFBP3 C1orf100 AXIN1 ANKRD49 CSNK1A1 FKBPL EMB SEPHS2"
554,30,0.2003,87.13,848.2,0.08754,1.00000,"PINX1 SRFBP1 ZNHIT3 HEATR2 EXOSC1 PAPD5 C16orf72 TBL3 DDX21 C1D PARN WDR43 DIMT1 MRTO4 TOE1 AK6 EXOSC10 HEATR1 NOP9 PDCD11 DNAJC2 NCL ZNF593 EXOSC8 ICE2 ZCCHC7 HSPA14 MPHOSPH6 UTP6 PELO"
555,10,0.2003,9.015,268.8,0.03027,0.999933,"APC FETUB OR4A5 SND1 CD2AP NUDC ZNF263 CSNK1A1 FIG4 VAC14"
556,9,0.2148,7.734,245.7,0.02849,0.999853,"FDXACB1 RAB38 NNMT EEF1B2 MTRNR2L6 GOSR2 LRRC61 POLA2 SSRP1"
557,13,0.2001,15.60,359.8,0.03887,0.999993,"CDK10 DVL1 WLS FZD5 RBM12 TTC14 RNF146 TOX4 LRP5 CDK12 SCAF8 CTNNBL1 CDK13"
558,11,0.2133,11.73,283.2,0.03702,0.999969,"RBM7 DEC1 EIF2AK2 ADAR PRKRA SLC39A10 EPB41L5 LGALS7 OR52N4 NAP1L4 OR52N1"
559,17,0.2783,37.84,348.1,0.09012,1.00000,"FOSL1 TRIB1 MAP2K7 FGFR1OP JUNB ZFP36L1 MAP2K4 MAP3K1 STK40 DUSP5 JUN DET1 CEP350 RFWD2 DUSP4 PEA15 PPP2R3C"
560,10,0.2198,9.893,329.2,0.02755,0.999933,"SMARCA5 KLHDC9 ALDH3B2 SERINC5 PPIE APOBEC4 RSF1 OR10J3 BPTF TEAD4"
561,11,0.2068,11.38,237.1,0.04206,0.999969,"C11orf31 FBXL12 CTXN1 BTBD18 ZNF671 CTNND1 VRK1 CHD1 HNRNPH1 CHMP4B CHMP3"
562,6,0.4587,6.880,74.97,0.07331,0.998474,"DHX29 CMIP AIP PRKAR1A STK11 KCTD5"
563,10,0.2164,9.738,314.9,0.02825,0.999933,"ERP27 NSUN6 AKR1B10 OR2A5 TRIM49B TRIM49D1 FAM78B TRIM49C CHMP4B TRIM48"
564,10,0.2041,9.185,234.6,0.03483,0.999933,"LMNB2 MYL1 MZT2A MNT KIF2C KLF16 KATNB1 FIG4 VAC14 KIF18B"
565,6,0.6637,9.955,176.9,0.05007,0.998474,"GJD4 KRTAP5-1 KRTAP5-9 KRTAP5-3 KRTAP5-10 HRAS"
566,11,0.2098,11.54,343.7,0.03060,0.999969,"FBXO18 PPARA AKR1B10 OR2A5 FBXO8 CPN1 MGP TRIM49B TRIM49D1 TRIM49C TRIM48"
567,10,0.2064,9.289,298.4,0.02835,0.999933,"PANK3 OR9A4 ARHGAP29 OR10W1 LPHN3 ZBTB40 COL4A3 DCAF15 PPP1R12A ARIH1"
568,6,0.4325,6.488,90.61,0.05947,0.998474,"FLII WDR1 DIAPH1 CAPZB SRF PFN1"
569,25,0.2099,62.98,574.9,0.09155,1.00000,"KDM8 DLGAP5 TTK MAD2L1 NELFCD ZWILCH CSE1L RTFDC1 MAPRE1 RPS21 TRIP13 CSTF1 AURKA MAD1L1 BUB1B ANKRD49 FKBPL ZWINT ZW10 TP53RK RAE1 PSMA7 KNTC1 DSN1 CASC5"
570,56,0.2004,308.6,2118,0.1216,1.00000,"ANKK1 FXYD6 CRYAB APOA1 OR4D5 THY1 UBASH3B PVRL1 RNF214 TECTA DDI1 TIMM8B C11orf45 ABCG4 ADAMTS15 APOC3 C1QTNF5 CCDC153 CLDN25 DLAT DSCAML1 FDXACB1 MFRP MPZL2 MPZL3 NLRX1 PHLDB1 THYN1 TTC36 UPK2 HTR3A TMEM136 RAB39A ACAT1 BLID C11orf88 NXPE2 TMPRSS5 OAF TMPRSS13 TAGLN BACE1 C11orf87 GRIK4 POU2F3 GUCY1A2 APOA4 NXPE1 DRD2 CD3G NXPE4 APOA5 EXPH5 ZC3H12C C11orf71 FOXR1"
571,13,0.2141,16.70,243.9,0.05827,0.999993,"TXNDC17 KCTD10 PTGDR2 OR4F21 OR4F5 SEC23A CUL3 CAND1 ARIH1 ATP2A2 KEAP1 TXNRD1 OR4F4"
572,62,0.2007,379.5,3284,0.1002,1.00000,"PCDHGB1 PCDHA1 PSD2 PCDHA5 PCDHB6 PCDHGA5 ABLIM3 PCDHA13 RELL2 PCDHGA2 TIGD6 PCDH12 PCDHB13 HBEGF SLC23A1 APBB3 CAMK2A PCDHGA8 PCDHGA11 CSF1R SLC25A2 PRELID2 ARSI DPYSL3 FABP6 FCHSD1 GLRA1 IRGM PCDHA7 PCDHA9 PCDHB16 PCDHGA6 PCDHGB3 SIL1 PCDHGA7 PCDHGB4 PCDHA6 PCDHB3 SLC4A9 SOX30 ARHGEF37 PCDHB15 PROB1 PCDHGB2 PCDHB12 PCDHGA3 PCDHA3 NRG2 PCDHB8 PCDHA4 PCDHGA10 SLC6A7 PCDHA12 PCDHGA4 SPATA24 PCDHB11 PCDHB14 PCDHA2 KLHL3 PCDHB2 JAKMIP2 PCDHB7"
573,10,0.2061,9.273,303.5,0.02787,0.999933,"OR2T11 CEPT1 FAM129C C1orf50 ADAR PRKRA SLC39A10 OR2T10 BST2 MTF1"
574,13,0.2129,16.61,269.7,0.05318,0.999993,"NFIX CSDE1 ABCF3 NFIA NFIB NFIC PTGES3 DHX29 DCAF15 STRAP EIF4A1 EIF4G2 EP300"
575,5,0.4376,4.376,85.94,0.04363,0.996692,"FNTB SLC1A5 QARS NXT1 CTNNB1"
576,9,0.2162,7.783,238.0,0.02950,0.999853,"NTHL1 ZNF398 ZBTB7B SLC41A2 DENR ANKHD1 ZNF268 MTA2 PSMD6"
577,9,0.2053,7.390,190.1,0.03429,0.999853,"SMARCA5 THAP11 RSF1 AMICA1 ATP2C2 ZNF143 BPTF TEAD4 THAP1"
578,54,0.2000,286.3,3024,0.08374,1.00000,"CHSY3 PCDHGB1 IL3 PCDHA5 PCDHB6 PCDHGA5 NUDT12 ABLIM3 PCDHA13 RELL2 C5orf24 SEPT8 SLC22A5 APBB3 CAMK2A RAPGEF6 GDF9 CATSPER3 EIF4EBP3 FCHSD1 P4HA2 PCDHA7 PCDHA9 PCDHB16 PCDHGA6 PCDHGB3 ZBED8 ZCCHC10 PCDHA6 SLC4A9 ACSL6 PCDHB15 PROB1 PCDHGB2 PCDHA3 C5orf66 CNOT8 PCDHB4 IRF1 C5orf15 PCDHA4 PCDHGA10 IL5 PCDHGA4 PCBD2 SHROOM1 SPATA24 LECT2 LYRM7 PCDHB11 HNRNPA0 CDC42SE2 CDKL3 PCDHB7"
579,6,0.4199,6.298,69.39,0.07183,0.998474,"CDK8 CCNC C15orf41 CDAN1 DNAJC9 DBF4"
580,10,0.2019,9.084,253.6,0.03214,0.999933,"BTBD2 SYT13 CEPT1 ZNF557 SERPINB12 ADAR PRKRA SLC39A10 ATP6V0E1 MTF1"
581,12,0.4221,27.86,334.3,0.07215,0.999986,"POLR3A POLR3K CRCP POLR3E RNPS1 SNRNP25 DNAJA3 SMG1 RRN3 POLR1C POLR3H POLR3B"
582,20,0.2951,56.08,410.6,0.1107,1.00000,"GTF3C5 DNLZ GTF3C6 PGAM1 GPI PGP GTF3C4 ENO1 TPI1 PFKP DOLK PGD HK2 GTF3C1 ALDOA GAPDH PKM BSG GTF3C3 SLC2A1"
583,18,0.2040,31.21,507.0,0.05435,1.00000,"OR6M1 PATE2 OR10S1 PATE3 FAM118B OR6X1 PANX3 OPCML PKNOX2 NSD1 FEZ1 OR8B2 TIRAP OR2AG1 SIAE SLC37A2 OR8B4 SPA17"
584,11,0.2027,11.15,326.0,0.03104,0.999969,"CDK14 TFPI2 DLX5 GJA1 TXN ATP6V1G1 SOX2 SMG6 TMEM209 SMG7 NHLRC2"
585,53,0.2007,276.6,1670,0.1347,1.00000,"PWP2 CIRH1A RRP12 NAT10 DDX54 IMP3 C18orf21 CCDC59 MYBBP1A NOL10 POP4 RPP14 RPP40 RPP21 RPP38 EXOSC1 MAK16 RBM19 C1orf109 C1D KRR1 WDR43 URB1 TAF1C C3orf17 AK6 EXOSC10 HEATR1 NOC4L NOL6 NOP9 PDCD11 POP5 UTP15 UTP20 SHQ1 RCL1 NOL9 PAK1IP1 TIMM10 WDR18 EIF6 IMP4 NOP10 BMS1 PPAN PELP1 SPATA5L1 WDR75 RRP1 DDX55 DHX33 RPP30"
586,8,0.2972,8.321,193.1,0.03828,0.999679,"FSTL3 ZNF672 SRXN1 ZNF692 SH3BP5L OR10A5 OR2G3 MYC"
587,8,0.2166,6.064,244.3,0.02277,0.999679,"CAPN14 TIFAB KLF3 C10orf12 ADAM21 KCNK10 CTNNBL1 GPR65"
588,11,0.2107,11.59,383.7,0.02777,0.999969,"ALDH8A1 FAM160A2 MAPK4 SCOC SPAM1 FYN APBB1 HEBP2 PARVG ZNF385B ARMC5"
589,28,0.2015,76.18,1242,0.05543,1.00000,"AADAT ADAM29 CBR4 CLDN24 GLRA3 HAND2 IL15 NPY1R RBM46 SFRP2 HHIP TLR2 GALNTL6 TMEM192 KLHL2 MAP9 GYPA ENPP6 VEGFC TKTL2 ETFDH FAM218A ASIC5 CASP3 PPID MTNR1A MAEA FAT1"
590,9,0.2136,7.690,228.6,0.03024,0.999853,"HSD17B12 MBTPS1 PLCG2 SST C3orf56 UAP1 MGLL DNAJC19 TIMM17A"
591,8,0.2179,6.102,199.0,0.02760,0.999679,"ZNF286B RGS20 DCAF15 TIAL1 PDS5B CHRNA3 HNRNPA2B1 PDS5A"
592,5,0.5326,5.326,77.85,0.05716,0.996692,"UBA3 UBE2M NAA35 WDR73 NAE1"
593,17,0.2646,35.98,355.3,0.08461,0.999999,"MYO9A TXNDC17 ACTB KCTD10 MYO9B PAWR WDR1 ROCK2 ARHGEF12 GNA13 LPAR2 RIC8A RHOA CUL3 ARIH1 KEAP1 TXNRD1"
594,11,0.2003,11.01,375.9,0.02693,0.999969,"GINM1 CCT6B MATR3 OR10W1 NME9 HNRNPM ZBTB40 NDUFB1 TAF15 ARMC8 RER1"
595,9,0.2137,7.694,160.2,0.04139,0.999853,"SMARCA5 TNFAIP3 RSF1 ARMC5 ZNF143 ZNF281 PTBP1 BPTF TEAD4"
596,9,0.2132,7.673,165.1,0.04023,0.999853,"CDK14 OPCML PPP1R9A ADAR PRKRA XRN1 SMG6 WRB SMG7"
597,10,0.3217,14.48,297.7,0.04358,0.999933,"HS3ST4 OR7G2 LRRC55 SEC14L5 SRL ZSCAN32 CENPO CENPP CENPQ CENPU"
598,12,0.2040,13.46,233.9,0.04962,0.999986,"PPP1R8 OR4C15 OR4C16 OR6C70 KIAA1549L BCAS2 WBP11 CTNNBL1 SF3A3 SNIP1 CCNL1 MAGOH"
599,10,0.2151,9.678,273.6,0.03192,0.999933,"ENC1 MICAL1 C7orf33 CCDC125 CDS2 VRK1 CHMP4B CRAT CHMP3 KDSR"
600,12,0.2066,13.64,201.5,0.05703,0.999982,"SRP68 CAP1 ACTB KCTD10 PDCD10 WDR1 ACTR1A CUL3 CFL1 ARIH1 CAPZB C3orf38"
601,44,0.2005,189.7,1739,0.09408,1.00000,"OR2A14 CPA1 OR6B1 CRYGN PDIA4 SLC37A3 STRA8 TRPV5 ZNF467 ZNF775 TMUB1 ABCF2 ARHGEF5 ASB10 CHPF2 NOS3 OR2A5 SMARCD3 TMEM176B ZNF398 ZNF783 ZNF862 ZNF425 PRKAG2 ZNF777 FAM115C EN2 THAP5 EPHB6 AGBL3 ZNF212 REPIN1 GIMAP5 OR9A2 HTR5A ARHGEF35 CTAGE4 DENND2A PRSS1 RAB19 ZNF282 ESYT2 TAS2R60 PTPRN2"
602,60,0.2001,354.2,2966,0.1030,1.00000,"FBXW8 CHST11 CLIP1 DIABLO FAM109A NUAK1 PITPNM2 EID3 CEP290 SH2B3 C12orf74 HAL MAP1LC3B2 TMEM132D RFX4 CCDC38 UBE3B TMEM116 HIP1R LHX5 MPHOSPH9 MYL2 OAS1 OAS2 OASL TMEM120B TMEM233 ZNF664 BTBD11 CCER1 TCTN1 DEPDC4 ACACB ACADS ALDH1L2 ANO4 BCL7A C12orf42 CUX2 DRAM1 P2RX4 RPH3A SLC5A8 SYCP3 TBX5 TMEM119 CCDC63 NOS1 USP30 ANKRD13A KITLG FAM71C SPIC LTA4H TMEM132B CDK17 HVCN1 PMCH SELPLG EPYC"
603,8,0.2021,5.658,208.3,0.02460,0.999679,"TMTC2 CSRP2 VTI1B GOSR2 LRRC61 FADD POLA2 SSRP1"
